in.county,time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
G4500150,2018-08-01T01:00:00Z,30,93.62,2.6,200,0,0,0
G4500150,2018-08-01T02:00:00Z,30,93.62,2.35,200,0,0,0
G4500150,2018-08-01T03:00:00Z,30.6,93.09,2.1,200,0,0,0
G4500190,2018-07-01T04:00:00Z,30.6,96.49,0,0,0,0,0
G4500190,2018-07-01T05:00:00Z,30.3,96.48,1.05,40,0,0,0
G4500190,2018-07-01T06:00:00Z,30.6,96.49,1.5,50,9.5,39.5,8
G4500190,2018-07-01T07:00:00Z,31.7,96.52,1.5,50,116.5,319.5,55
G4500190,2018-07-01T08:00:00Z,32.8,90.7,0.75,50,302,538.5,91
G4500190,2018-07-01T09:00:00Z,34.4,77.25,0,163.33,360.5,278.5,206
G4500190,2018-07-01T10:00:00Z,33.35,74.26,2.85,105,417.5,183,284.5
G4500190,2018-07-01T11:00:00Z,32.15,80.75,3.17,101.67,445.5,162,304
G4500190,2018-07-01T12:00:00Z,34.43,77.34,3.07,55,698.5,282,431.5
G4500190,2018-07-01T13:00:00Z,35.3,72.11,3.1,75,839,460.5,386
G4500190,2018-07-01T14:00:00Z,36.4,67.81,3.1,115,858.5,663.5,218
G4500190,2018-07-01T15:00:00Z,37.8,59.59,4.6,140,872,839.5,120
G4500190,2018-07-01T16:00:00Z,37.2,61.64,5.1,190,701,667.5,180
G4500190,2018-07-01T17:00:00Z,36.95,60.49,5.65,170,559.5,708.5,118.5
G4500190,2018-07-01T18:00:00Z,35.6,67.51,4.6,160,367,606.5,95
G4500190,2018-07-01T19:00:00Z,34.4,69.76,5.1,160,160.5,344.5,73
G4500190,2018-07-01T20:00:00Z,33.6,74.56,3.6,165,18,45,15
G4500190,2018-07-01T21:00:00Z,31.7,84.65,2.6,210,0,0,0
G4500190,2018-07-01T22:00:00Z,31.1,90.38,2.1,210,0,0,0
G4500190,2018-07-01T23:00:00Z,31.1,90.38,1.8,210,0,0,0
G4500190,2018-07-02T00:00:00Z,31.1,90.38,0,73.33,0,0,0
G4500190,2018-07-02T01:00:00Z,31.7,87.23,1.5,110,0,0,0
G4500190,2018-07-02T02:00:00Z,31.15,90.16,0.75,110,0,0,0
G4500190,2018-07-02T03:00:00Z,30,93.62,0,0,0,0,0
G4500190,2018-07-02T04:00:00Z,30,96.48,0,0,0,0,0
G4500190,2018-07-02T05:00:00Z,30,95.33,0.75,30,0,0,0
G4500190,2018-07-02T06:00:00Z,30.6,93.09,0,0,8,29.5,7
G4500190,2018-07-02T07:00:00Z,31.7,93.7,0,0,103,205.5,60
G4500190,2018-07-02T08:00:00Z,32.8,88.06,0,0,311,580,85.5
G4500190,2018-07-02T09:00:00Z,35,72,1.5,20,447,476,182
G4500190,2018-07-02T10:00:00Z,36.7,63.41,2.1,10,567,367.5,295
G4500190,2018-07-02T11:00:00Z,36.7,62.28,2.6,40,672.5,346,375
G4500190,2018-07-02T12:00:00Z,37.2,61.64,2.6,60,732,304.5,443
G4500190,2018-07-02T13:00:00Z,35.6,69.57,3.6,100,682.5,206.5,479.5
G4500190,2018-07-02T14:00:00Z,36.15,67.45,2.55,100,667.5,195.5,479
G4500190,2018-07-02T15:00:00Z,36.1,67.61,3.1,150,682.5,306,409
G4500190,2018-07-02T16:00:00Z,37.8,61.41,3.6,140,634,489,259.5
G4500190,2018-07-02T17:00:00Z,36.95,63.51,3.85,135,559,672,138.5
G4500190,2018-07-02T18:00:00Z,36.1,65.61,4.1,140,359.5,548,116.5
G4500190,2018-07-02T19:00:00Z,34.4,69.76,3.1,150,173,383,76
G4500190,2018-07-02T20:00:00Z,32.8,79.37,2.6,140,27.5,84,20
G4500190,2018-07-02T21:00:00Z,32.8,79.37,1.5,150,0,0,0
G4500190,2018-07-02T22:00:00Z,31.7,84.65,0,0,0,0,0
G4500190,2018-07-02T23:00:00Z,32.2,84.71,0,0,0,0,0
G4500190,2018-07-03T00:00:00Z,30,93.62,0,0,0,0,0
G4500190,2018-07-03T01:00:00Z,31.1,90.38,0,0,0,0,0
G4500190,2018-07-03T02:00:00Z,30.6,93.09,1.5,350,0,0,0
G4500190,2018-07-03T03:00:00Z,29.4,97.04,2.6,340,0,0,0
G4500190,2018-07-03T04:00:00Z,29.4,97.04,1.5,360,0,0,0
G4500190,2018-07-03T05:00:00Z,30,93.62,0,0,0,0,0
G4500190,2018-07-03T06:00:00Z,30.6,93.09,1.5,350,8.5,27.5,7.5
G4500190,2018-07-03T07:00:00Z,32.2,87.8,1.5,340,118,299.5,60
G4500190,2018-07-03T08:00:00Z,33.05,83.66,2.8,175,265.5,400,110.5
G4500190,2018-07-03T09:00:00Z,35.6,63.17,3.1,70,397,414,170.5
G4500190,2018-07-03T10:00:00Z,37.2,55.61,2.6,30,416.5,200,273
G4500190,2018-07-03T11:00:00Z,37.5,53.88,3.6,45,599.5,232,400.5
G4500190,2018-07-03T12:00:00Z,38.3,54.22,5.7,40,873.5,693,215
G4500190,2018-07-03T13:00:00Z,38.3,54.22,4.1,90,884,626,268.5
G4500190,2018-07-03T14:00:00Z,38.3,55.05,3.85,90,875.5,639,259
G4500190,2018-07-03T15:00:00Z,38.3,54.22,5.7,90,804,662,213.5
G4500190,2018-07-03T16:00:00Z,37.2,57.68,7.2,100,728,727,161
G4500190,2018-07-03T17:00:00Z,36.95,58.51,7.7,105,558.5,665,142
G4500190,2018-07-03T18:00:00Z,35.6,63.17,6.2,110,362.5,552,117
G4500190,2018-07-03T19:00:00Z,34.4,63.29,4.6,80,171.5,370,78
G4500190,2018-07-03T20:00:00Z,33.85,67.71,4.1,75,27.5,77.5,21
G4500190,2018-07-03T21:00:00Z,32.2,76.92,2.1,50,0,0,0
G4500190,2018-07-03T22:00:00Z,31.7,81.65,3.1,60,0,0,0
G4500190,2018-07-03T23:00:00Z,31.4,83.12,2.85,60,0,0,0
G4500190,2018-07-04T00:00:00Z,30.6,84.53,2.1,50,0,0,0
G4500190,2018-07-04T01:00:00Z,30,87.61,3.6,50,0,0,0
G4500190,2018-07-04T02:00:00Z,30,87.61,2.85,50,0,0,0
G4500190,2018-07-04T03:00:00Z,29.4,90.81,2.6,40,0,0,0
G4500190,2018-07-04T04:00:00Z,29.4,93.6,3.1,30,0,0,0
G4500190,2018-07-04T05:00:00Z,29.4,93.6,2.3,25,0,0,0
G4500190,2018-07-04T06:00:00Z,29.27,93.6,1,50,5,1.5,5
G4500190,2018-07-04T07:00:00Z,31.1,87.7,2.1,310,71,45,61.5
G4500190,2018-07-04T08:00:00Z,31.5,86.18,1.2,290,153,60.5,128.5
G4500190,2018-07-04T09:00:00Z,30.3,93.57,3.35,120,353,218.5,228.5
G4500190,2018-07-04T10:00:00Z,28.75,96.45,4.1,72.5,214,31.5,191.5
G4500190,2018-07-04T11:00:00Z,30.78,89.12,4.42,52,309,95,224.5
G4500190,2018-07-04T12:00:00Z,33.3,79.43,6.2,60,240.5,32.5,210
G4500190,2018-07-04T13:00:00Z,34.4,69.76,5.1,80,733,368.5,371
G4500190,2018-07-04T14:00:00Z,34.4,72.14,5.4,70,650.5,223.5,434.5
G4500190,2018-07-04T15:00:00Z,36.1,63.28,5.7,80,840,726,192
G4500190,2018-07-04T16:00:00Z,36.1,61.39,6.7,70,715,728,147
G4500190,2018-07-04T17:00:00Z,35.85,61.15,5.65,90,568.5,730.5,111
G4500190,2018-07-04T18:00:00Z,35,63.04,4.6,80,374.5,634,92.5
G4500190,2018-07-04T19:00:00Z,33.3,69.55,4.1,100,177.5,444,65.5
G4500190,2018-07-04T20:00:00Z,33.05,71.91,4.1,100,28.5,103,19.5
G4500190,2018-07-04T21:00:00Z,32.2,79.28,3.1,100,0,0,0
G4500190,2018-07-04T22:00:00Z,31.1,87.7,1.5,50,0,0,0
G4500190,2018-07-04T23:00:00Z,30.85,89.02,2.05,65,0,0,0
G4500190,2018-07-05T00:00:00Z,30.6,93.09,2.6,60,0,0,0
G4500190,2018-07-05T01:00:00Z,30,96.48,2.1,50,0,0,0
G4500190,2018-07-05T02:00:00Z,30,95.05,1.8,50,0,0,0
G4500190,2018-07-05T03:00:00Z,28.3,100,2.1,10,0,0,0
G4500190,2018-07-05T04:00:00Z,28.9,96.45,3.6,40,0,0,0
G4500190,2018-07-05T05:00:00Z,28.35,98.22,3.1,35,0,0,0
G4500190,2018-07-05T06:00:00Z,28.3,97.02,2.6,30,7.5,29.5,6.5
G4500190,2018-07-05T07:00:00Z,30,93.62,3.1,50,119,340,54
G4500190,2018-07-05T08:00:00Z,30.3,93.36,2.85,65,309.5,587.5,85
G4500190,2018-07-05T09:00:00Z,33.3,77.09,3.6,60,510,714.5,103.5
G4500190,2018-07-05T10:00:00Z,34.4,72.33,4.1,70,671.5,729,138
G4500190,2018-07-05T11:00:00Z,34.4,71.04,4.1,90,625.5,403.5,281.5
G4500190,2018-07-05T12:00:00Z,36.7,57.21,6.2,160,649,295.5,369
G4500190,2018-07-05T13:00:00Z,37.8,55.76,6.2,130,891.5,653,250.5
G4500190,2018-07-05T14:00:00Z,37.5,56.72,5.65,115,913.5,744.5,195
G4500190,2018-07-05T15:00:00Z,37.2,57.68,4.1,110,737.5,459,325.5
G4500190,2018-07-05T16:00:00Z,36.1,61.39,4.6,120,554.5,275,338.5
G4500190,2018-07-05T17:00:00Z,36.1,62.34,4.6,135,499.5,477,202.5
G4500190,2018-07-05T18:00:00Z,35.6,65.11,4.1,120,343,496,124.5
G4500190,2018-07-05T19:00:00Z,33.9,67.17,4.1,120,149,279.5,79.5
G4500190,2018-07-05T20:00:00Z,33.6,70.76,3.85,115,25,71,19
G4500190,2018-07-05T21:00:00Z,32.8,76.55,2.6,100,0,0,0
G4500190,2018-07-05T22:00:00Z,31.7,84.65,2.1,60,0,0,0
G4500190,2018-07-05T23:00:00Z,31.4,86.18,1.8,65,0,0,0
G4500190,2018-07-06T00:00:00Z,30.6,90.34,0,0,0,0,0
G4500190,2018-07-06T01:00:00Z,30,93.62,0,0,0,0,0
G4500190,2018-07-06T02:00:00Z,29.7,93.61,0.75,30,0,0,0
G4500190,2018-07-06T03:00:00Z,28.9,96.45,2.1,360,0,0,0
G4500190,2018-07-06T04:00:00Z,28.9,96.45,0,0,0,0,0
G4500190,2018-07-06T05:00:00Z,28.95,95.3,0,0,0,0,0
G4500190,2018-07-06T06:00:00Z,28.9,96.45,2.1,340,7.5,30.5,6.5
G4500190,2018-07-06T07:00:00Z,32.2,84.71,0,0,118.5,348,52.5
G4500190,2018-07-06T08:00:00Z,33.05,80.71,1.05,50,307.5,587.5,84
G4500190,2018-07-06T09:00:00Z,34.4,72.33,1.5,340,507.5,711,103.5
G4500190,2018-07-06T10:00:00Z,36.7,59.34,2.1,10,666,709.5,146.5
G4500190,2018-07-06T11:00:00Z,36.7,59.34,2.35,360,714.5,465.5,315.5
G4500190,2018-07-06T12:00:00Z,35.6,60.91,2.1,340,795.5,653.5,179.5
G4500190,2018-07-06T13:00:00Z,37.8,55.76,2.6,23.33,479,101,379.5
G4500190,2018-07-06T14:00:00Z,35,70.15,3.42,137.5,457,92.5,367.5
G4500190,2018-07-06T15:00:00Z,33.95,79.52,0.75,180,509,184,346.5
G4500190,2018-07-06T16:00:00Z,34.67,79.37,2.4,200,630.5,510.5,227.5
G4500190,2018-07-06T17:00:00Z,31.86,82.01,3.52,182,363.5,237.5,217.5
G4500190,2018-07-06T18:00:00Z,32.8,79.37,1.5,200,356.5,557,110
G4500190,2018-07-06T19:00:00Z,32.8,79.37,2.6,210,173,406,71
G4500190,2018-07-06T20:00:00Z,32.5,80.78,2.85,210,26.5,87,18.5
G4500190,2018-07-06T21:00:00Z,31.7,87.23,2.1,210,0,0,0
G4500190,2018-07-06T22:00:00Z,31.1,90.38,1.5,200,0,0,0
G4500190,2018-07-06T23:00:00Z,30.85,90.36,1.5,240,0,0,0
G4500190,2018-07-07T00:00:00Z,30,93.62,1.5,250,0,0,0
G4500190,2018-07-07T01:00:00Z,30.6,90.34,1.5,280,0,0,0
G4500190,2018-07-07T02:00:00Z,30.3,91.98,1.5,275,0,0,0
G4500190,2018-07-07T03:00:00Z,30,90.3,2.1,310,0,0,0
G4500190,2018-07-07T04:00:00Z,29.4,90.81,2.1,310,0,0,0
G4500190,2018-07-07T05:00:00Z,29.15,92.19,1.8,330,0,0,0
G4500190,2018-07-07T06:00:00Z,28.9,90.22,2.1,330,7.5,34,6.5
G4500190,2018-07-07T07:00:00Z,31.1,87.7,1.5,360,106.5,291,54.5
G4500190,2018-07-07T08:00:00Z,31.95,83.53,1.5,185,303,573,85
G4500190,2018-07-07T09:00:00Z,33.9,74.45,1.5,333.33,490,660.5,118
G4500190,2018-07-07T10:00:00Z,35.6,69.57,4.1,30,688,787.5,112
G4500190,2018-07-07T11:00:00Z,35.85,68.59,3.35,190,834,829,120.5
G4500190,2018-07-07T12:00:00Z,37.8,59.59,4.6,20,930,848.5,127.5
G4500190,2018-07-07T13:00:00Z,36.7,61.16,4.1,360,933.5,756.5,191.5
G4500190,2018-07-07T14:00:00Z,33.75,70.84,4.25,125,513.5,168.5,350
G4500190,2018-07-07T15:00:00Z,28.6,93.57,4.65,130,76.5,0,76.5
G4500190,2018-07-07T16:00:00Z,29.7,87.61,0,200,139.5,3.5,137
G4500190,2018-07-07T17:00:00Z,30.3,86.07,0,0,227.5,21,214.5
G4500190,2018-07-07T18:00:00Z,30.6,87.13,2.1,350,74.5,1,74
G4500190,2018-07-07T19:00:00Z,30.6,84.53,3.6,20,37,0,37
G4500190,2018-07-07T20:00:00Z,30.3,87.42,3.1,35,8,0,8
G4500190,2018-07-07T21:00:00Z,30,90.3,4.6,50,0,0,0
G4500190,2018-07-07T22:00:00Z,29.4,87.55,4.6,30,0,0,0
G4500190,2018-07-07T23:00:00Z,29.15,87.53,4.85,25,0,0,0
G4500190,2018-07-08T00:00:00Z,28.9,84.35,3.6,40,0,0,0
G4500190,2018-07-08T01:00:00Z,28.3,87.46,3.6,30,0,0,0
G4500190,2018-07-08T02:00:00Z,28.3,86.13,3.6,25,0,0,0
G4500190,2018-07-08T03:00:00Z,28.3,87.46,3.6,20,0,0,0
G4500190,2018-07-08T04:00:00Z,27.8,78.66,5.1,20,0,0,0
G4500190,2018-07-08T05:00:00Z,27.5,80.12,5.4,25,0,0,0
G4500190,2018-07-08T06:00:00Z,26.7,81,5.7,30,6,15,5.5
G4500190,2018-07-08T07:00:00Z,27.2,78.57,5.1,30,92.5,180,59.5
G4500190,2018-07-08T08:00:00Z,27.75,77.44,4.6,25,218,197.5,143.5
G4500190,2018-07-08T09:00:00Z,30,73.79,5.1,340,418,374.5,201.5
G4500190,2018-07-08T10:00:00Z,32.2,67.24,4.6,20,626,571.5,213.5
G4500190,2018-07-08T11:00:00Z,32.8,69.45,4.1,340,706,424,340.5
G4500190,2018-07-08T12:00:00Z,33.3,65.02,5.1,355,743.5,336.5,426
G4500190,2018-07-08T13:00:00Z,33.95,65.15,5.15,345,828,523,315
G4500190,2018-07-08T14:00:00Z,33.9,65.15,4.6,20,536.5,136.5,404
G4500190,2018-07-08T15:00:00Z,35,63.04,3.6,10,506,127.5,391.5
G4500190,2018-07-08T16:00:00Z,34.4,63.29,3.6,10,539.5,335.5,279.5
G4500190,2018-07-08T17:00:00Z,34.15,64.22,4.35,20,372.5,199.5,247.5
G4500190,2018-07-08T18:00:00Z,33.3,67.46,5.1,10,223,167.5,153.5
G4500190,2018-07-08T19:00:00Z,32.8,69.45,3.6,20,127.5,190,74.5
G4500190,2018-07-08T20:00:00Z,32.5,70.69,3.1,15,22,49,17.5
G4500190,2018-07-08T21:00:00Z,31.7,74.08,2.1,20,0,0,0
G4500190,2018-07-08T22:00:00Z,31.7,74.08,2.1,10,0,0,0
G4500190,2018-07-08T23:00:00Z,31.7,74.08,2.35,10,0,0,0
G4500190,2018-07-09T00:00:00Z,31.1,76.75,2.6,30,0,0,0
G4500190,2018-07-09T01:00:00Z,31.1,76.75,2.6,30,0,0,0
G4500190,2018-07-09T02:00:00Z,30.55,77.86,2.85,35,0,0,0
G4500190,2018-07-09T03:00:00Z,30.6,73.89,3.6,40,0,0,0
G4500190,2018-07-09T04:00:00Z,29.4,76.48,3.1,30,0,0,0
G4500190,2018-07-09T05:00:00Z,29.15,77.65,3.1,25,0,0,0
G4500190,2018-07-09T06:00:00Z,28.3,81.72,3.6,20,7.5,44.5,6.5
G4500190,2018-07-09T07:00:00Z,29.4,76.48,3.6,20,122,421.5,45
G4500190,2018-07-09T08:00:00Z,30.25,70.52,3.85,25,319,661,70.5
G4500190,2018-07-09T09:00:00Z,32.2,56.47,4.6,350,525.5,777,87
G4500190,2018-07-09T10:00:00Z,33.3,52.95,4.6,10,713,841,99.5
G4500190,2018-07-09T11:00:00Z,33.6,52.05,5.65,10,864,877.5,109.5
G4500190,2018-07-09T12:00:00Z,35,49.53,4.1,10,965,893.5,120.5
G4500190,2018-07-09T13:00:00Z,35.6,44.65,5.7,350,1007,894.5,130
G4500190,2018-07-09T14:00:00Z,35.85,42.55,4.9,350,937,730,235
G4500190,2018-07-09T15:00:00Z,36.1,37.7,3.6,350,794.5,569.5,281.5
G4500190,2018-07-09T16:00:00Z,35,41.73,3.6,40,639,450,288
G4500190,2018-07-09T17:00:00Z,35,41.73,3.85,200,460,342.5,246
G4500190,2018-07-09T18:00:00Z,33.9,45.91,3.1,40,248,165.5,176
G4500190,2018-07-09T19:00:00Z,33.3,47.54,2.6,40,132.5,198.5,82.5
G4500190,2018-07-09T20:00:00Z,32.5,50.89,1.3,40,21.5,51.5,17.5
G4500190,2018-07-09T21:00:00Z,29.4,66.66,0,0,0,0,0
G4500190,2018-07-09T22:00:00Z,28.9,66.14,0,0,0,0,0
G4500190,2018-07-09T23:00:00Z,28.05,72.35,0,0,0,0,0
G4500190,2018-07-10T00:00:00Z,26.1,81.44,0,0,0,0,0
G4500190,2018-07-10T01:00:00Z,25,83.91,2.1,330,0,0,0
G4500190,2018-07-10T02:00:00Z,24.7,85.51,2.1,320,0,0,0
G4500190,2018-07-10T03:00:00Z,26.1,78.41,0,90,0,0,0
G4500190,2018-07-10T04:00:00Z,25,83.91,0,93.33,0,0,0
G4500190,2018-07-10T05:00:00Z,24.7,85.51,0,93.33,0,0,0
G4500190,2018-07-10T06:00:00Z,25,83.91,0,90,6.5,30,6
G4500190,2018-07-10T07:00:00Z,28.9,73.6,2.6,340,71.5,74.5,58.5
G4500190,2018-07-10T08:00:00Z,30.55,67.05,2.6,320,226,254,122.5
G4500190,2018-07-10T09:00:00Z,34.4,49.68,3.1,320,449.5,499.5,170
G4500190,2018-07-10T10:00:00Z,36.1,42.04,4.1,310,613,507.5,242.5
G4500190,2018-07-10T11:00:00Z,36.65,42.19,3.35,325,839,790,158.5
G4500190,2018-07-10T12:00:00Z,37.8,42.24,2.1,10,964.5,891.5,122.5
G4500190,2018-07-10T13:00:00Z,37.8,45.25,3.6,350,794,449.5,353.5
G4500190,2018-07-10T14:00:00Z,37.5,46.03,3.35,355,731.5,360,383.5
G4500190,2018-07-10T15:00:00Z,38.9,42.54,3.6,280,792.5,631.5,231
G4500190,2018-07-10T16:00:00Z,38.9,42.54,4.1,260,755,802.5,131
G4500190,2018-07-10T17:00:00Z,38.9,41.89,4.35,260,587.5,770.5,106
G4500190,2018-07-10T18:00:00Z,38.3,42.65,4.1,310,386,669.5,89.5
G4500190,2018-07-10T19:00:00Z,35,58.94,3.6,230,183,482,63
G4500190,2018-07-10T20:00:00Z,33.9,62.94,2.85,220,29,128,18.5
G4500190,2018-07-10T21:00:00Z,31.1,73.98,3.6,190,0,0,0
G4500190,2018-07-10T22:00:00Z,31.1,76.75,3.1,190,0,0,0
G4500190,2018-07-10T23:00:00Z,30.55,79.34,3.35,195,0,0,0
G4500190,2018-07-11T00:00:00Z,30,81.93,3.1,200,0,0,0
G4500190,2018-07-11T01:00:00Z,30,78.97,3.6,210,0,0,0
G4500190,2018-07-11T02:00:00Z,30,78.97,3.1,215,0,0,0
G4500190,2018-07-11T03:00:00Z,30,81.93,3.1,240,0,0,0
G4500190,2018-07-11T04:00:00Z,30,78.97,3.6,260,0,0,0
G4500190,2018-07-11T05:00:00Z,29.7,77.73,3.35,255,0,0,0
G4500190,2018-07-11T06:00:00Z,28.9,78.81,2.1,260,6.5,33,6
G4500190,2018-07-11T07:00:00Z,30.6,68.6,4.1,270,116.5,361.5,51
G4500190,2018-07-11T08:00:00Z,31.4,66.69,3.6,270,310.5,605.5,84.5
G4500190,2018-07-11T09:00:00Z,34.4,61.01,2.1,290,516.5,733,104.5
G4500190,2018-07-11T10:00:00Z,36.7,55.49,2.6,310,702.5,798,122.5
G4500190,2018-07-11T11:00:00Z,37.25,54.63,2.35,310,845.5,816.5,145.5
G4500190,2018-07-11T12:00:00Z,38.3,48.87,2.6,240,943.5,835.5,155
G4500190,2018-07-11T13:00:00Z,39.4,44.57,4.1,220,982,837.5,161.5
G4500190,2018-07-11T14:00:00Z,39.7,43.84,3.6,220,956.5,819,168
G4500190,2018-07-11T15:00:00Z,40,41.54,3.6,250,874,788,169.5
G4500190,2018-07-11T16:00:00Z,40,41.54,2.6,160,738,736.5,164.5
G4500190,2018-07-11T17:00:00Z,39.15,46.12,4.4,200,562,657.5,151
G4500190,2018-07-11T18:00:00Z,37.2,50.42,5.1,190,363.5,534,126.5
G4500190,2018-07-11T19:00:00Z,35,58.94,3.6,200,167.5,333.5,84
G4500190,2018-07-11T20:00:00Z,34.15,65.53,3.6,200,25,58.5,20
G4500190,2018-07-11T21:00:00Z,32.8,81.78,3.1,190,0,0,0
G4500190,2018-07-11T22:00:00Z,32.2,87.8,4.1,200,0,0,0
G4500190,2018-07-11T23:00:00Z,31.95,89.11,3.85,200,0,0,0
G4500190,2018-07-12T00:00:00Z,31.7,90.42,3.6,210,0,0,0
G4500190,2018-07-12T01:00:00Z,31.1,90.38,2.6,200,0,0,0
G4500190,2018-07-12T02:00:00Z,31.1,90.38,2.35,205,0,0,0
G4500190,2018-07-12T03:00:00Z,30.6,90.34,2.1,250,0,0,0
G4500190,2018-07-12T04:00:00Z,30.6,90.34,2.6,240,0,0,0
G4500190,2018-07-12T05:00:00Z,30.6,90.34,2.6,240,0,0,0
G4500190,2018-07-12T06:00:00Z,30,90.3,2.6,230,5,10,5
G4500190,2018-07-12T07:00:00Z,31.7,81.65,3.1,230,76.5,95.5,60.5
G4500190,2018-07-12T08:00:00Z,32.8,76.72,3.6,245,249.5,332.5,124.5
G4500190,2018-07-12T09:00:00Z,35,65.38,2.6,250,413,366.5,209
G4500190,2018-07-12T10:00:00Z,36.1,63.28,2.6,240,644.5,616,195
G4500190,2018-07-12T11:00:00Z,36.65,63.4,2.85,220,823.5,761,171
G4500190,2018-07-12T12:00:00Z,38.9,54.04,2.1,230,926,798.5,173
G4500190,2018-07-12T13:00:00Z,39.4,52.56,2.6,220,966.5,804,179.5
G4500190,2018-07-12T14:00:00Z,40,50.87,3.35,220,938.5,778.5,189.5
G4500190,2018-07-12T15:00:00Z,39.4,54.49,4.1,200,632,324,339
G4500190,2018-07-12T16:00:00Z,38.9,59.84,6.7,200,656.5,512,256.5
G4500190,2018-07-12T17:00:00Z,38.35,59.72,5.9,200,455,330.5,248
G4500190,2018-07-12T18:00:00Z,36.4,63.28,4.1,195,196.5,116.5,141
G4500190,2018-07-12T19:00:00Z,30.3,83.45,6.4,20,42,2.5,41.5
G4500190,2018-07-12T20:00:00Z,30.55,87.41,3.48,115,5.5,0.5,5.5
G4500190,2018-07-12T21:00:00Z,31.1,90.38,1.05,210,0,0,0
G4500190,2018-07-12T22:00:00Z,31.1,93.68,2.1,20,0,0,0
G4500190,2018-07-12T23:00:00Z,31.4,92.05,2.1,80,0,0,0
G4500190,2018-07-13T00:00:00Z,31.7,93.7,2.1,140,0,0,0
G4500190,2018-07-13T01:00:00Z,32.2,90.99,0,120,0,0,0
G4500190,2018-07-13T02:00:00Z,31.95,92.35,1.05,200,0,0,0
G4500190,2018-07-13T03:00:00Z,31.7,93.7,1.5,200,0,0,0
G4500190,2018-07-13T04:00:00Z,31.7,93.7,0,66.67,0,0,0
G4500190,2018-07-13T05:00:00Z,31.15,95.1,0.75,350,0,0,0
G4500190,2018-07-13T06:00:00Z,30,96.48,2.6,20,3.5,3,3.5
G4500190,2018-07-13T07:00:00Z,30,96.48,3.1,360,69,55,58.5
G4500190,2018-07-13T08:00:00Z,30.4,96.48,3.1,130,190,135,140.5
G4500190,2018-07-13T09:00:00Z,32.2,87.8,3.1,10,284,93.5,231
G4500190,2018-07-13T10:00:00Z,32.8,87.85,2.85,355,418.5,130,325.5
G4500190,2018-07-13T11:00:00Z,33.35,83.68,2.05,180,340,31,314
G4500190,2018-07-13T12:00:00Z,34.45,79.52,3.85,30,482,81.5,405.5
G4500190,2018-07-13T13:00:00Z,36.1,72.63,2.1,236.67,423.5,42.5,382
G4500190,2018-07-13T14:00:00Z,36.1,70.12,2.1,10,676.5,213,471.5
G4500190,2018-07-13T15:00:00Z,32.35,79.21,6.58,87.5,235.5,33.5,205
G4500190,2018-07-13T16:00:00Z,30.15,96.48,3.48,65,65.5,0,65.5
G4500190,2018-07-13T17:00:00Z,31.1,93.73,2.85,70,307.5,107.5,241.5
G4500190,2018-07-13T18:00:00Z,32.2,90.99,2.6,70,128,20.5,118
G4500190,2018-07-13T19:00:00Z,32.2,87.8,3.1,90,35,0,35
G4500190,2018-07-13T20:00:00Z,31.95,89.11,3.35,80,4,0,4
G4500190,2018-07-13T21:00:00Z,31.7,90.42,2.1,70,0,0,0
G4500190,2018-07-13T22:00:00Z,31.1,93.68,2.6,80,0,0,0
G4500190,2018-07-13T23:00:00Z,31.1,93.68,2.35,70,0,0,0
G4500190,2018-07-14T00:00:00Z,31.7,90.42,2.1,60,0,0,0
G4500190,2018-07-14T01:00:00Z,31.1,90.38,2.6,50,0,0,0
G4500190,2018-07-14T02:00:00Z,30.85,91.73,2.6,45,0,0,0
G4500190,2018-07-14T03:00:00Z,30,93.62,2.1,40,0,0,0
G4500190,2018-07-14T04:00:00Z,29.4,97.04,2.1,40,0,0,0
G4500190,2018-07-14T05:00:00Z,29.4,95.32,2.1,25,0,0,0
G4500190,2018-07-14T06:00:00Z,30,93.62,1.5,30,4.5,9,4.5
G4500190,2018-07-14T07:00:00Z,30.6,90.34,3.1,30,85,143.5,58.5
G4500190,2018-07-14T08:00:00Z,31.4,87.52,3.35,45,264.5,400.5,115
G4500190,2018-07-14T09:00:00Z,33.3,79.43,3.6,60,456.5,529,163.5
G4500190,2018-07-14T10:00:00Z,34.4,72.33,3.6,60,620.5,559,212.5
G4500190,2018-07-14T11:00:00Z,35.25,67.8,3.6,50,820.5,776,156.5
G4500190,2018-07-14T12:00:00Z,35,67.39,3.6,100,846,648,237.5
G4500190,2018-07-14T13:00:00Z,35.6,65.11,4.6,80,445.5,99,349
G4500190,2018-07-14T14:00:00Z,35.3,68.56,4.6,95,622.5,246.5,385.5
G4500190,2018-07-14T15:00:00Z,36.7,59.34,4.6,110,732.5,507.5,283
G4500190,2018-07-14T16:00:00Z,35,65.38,5.1,130,543.5,326.5,285
G4500190,2018-07-14T17:00:00Z,34.7,65.32,5.4,115,446.5,383.5,213
G4500190,2018-07-14T18:00:00Z,34.4,65.25,6.2,110,289.5,328.5,152
G4500190,2018-07-14T19:00:00Z,33.3,72.13,5.7,130,162.5,315.5,83.5
G4500190,2018-07-14T20:00:00Z,32.5,75.67,4.15,125,23,50,19
G4500190,2018-07-14T21:00:00Z,31.7,81.65,1.5,110,0,0,0
