in.county,time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
G4500790,2018-07-26T22:00:00Z,30.44,81.46,1.43,111.11,0,0,0
G4500790,2018-07-26T23:00:00Z,29.37,86.82,1.2,114.17,0,0,0
G4500790,2018-07-27T00:00:00Z,28.99,88.54,0.36,38.46,0,0,0
G4500790,2018-07-27T01:00:00Z,28.87,89.21,0,0,0,0,0
G4500790,2018-07-27T02:00:00Z,28,94.12,0,0,0,0,0
G4500790,2018-07-27T03:00:00Z,27.98,94.05,0,0,0,0,0
G4500790,2018-07-27T04:00:00Z,27.97,94.04,0.11,9.29,0,0,0
G4500790,2018-07-27T05:00:00Z,27.68,95.88,0.24,21.54,0,0,0
G4500790,2018-07-27T06:00:00Z,27.05,99.25,0.1,9.38,1.5,6,1.5
G4500790,2018-07-27T07:00:00Z,27.46,97.23,0,0,81,237.5,45
G4500790,2018-07-27T08:00:00Z,29.92,84.58,0.94,140.83,262,513.5,87.5
G4500790,2018-07-27T09:00:00Z,32.22,75.49,1.34,160.77,438,578,135.5
G4500790,2018-07-27T10:00:00Z,34,67.88,0.71,86.92,499,333,265
G4500790,2018-07-27T11:00:00Z,36.129999999999995,58.27,0.36,50,728,569.5,253.5
G4500790,2018-07-27T12:00:00Z,37.02,55.53,0.75,51.54,617.5,306.5,338.5
G4500790,2018-07-27T13:00:00Z,37.33,50.12,1.54,193.08,817.5,516.5,319.5
G4500790,2018-07-27T14:00:00Z,37.48,53.12,3.32,190,756,456.5,321.5
G4500790,2018-07-27T15:00:00Z,37.95,52.34,3.28,184.62,710,428.5,333
G4500790,2018-07-27T16:00:00Z,38.02,51.03,3.32,184.62,619.5,405,306.5
G4500790,2018-07-27T17:00:00Z,37.24,55.6,3.72,167.78,396,228,255.5
G4500790,2018-07-27T18:00:00Z,36.980000000000004,57.11,3.05,159.23,242,187,162.5
G4500790,2018-07-27T19:00:00Z,36,62.65,3.39,167.5,101.5,135.5,68.5
G4500790,2018-07-27T20:00:00Z,34.17,73.79,2.2,131,10,12,9
G4500790,2018-07-27T21:00:00Z,32.86,79.59,1.19,103.08,0,0,0
G4500790,2018-07-27T22:00:00Z,31.68,83.24,0.57,52.22,0,0,0
G4500790,2018-07-27T23:00:00Z,30.96,83.92,1.26,157.27,0,0,0
G4500790,2018-07-28T00:00:00Z,30.96,83.92,0,0,0,0,0
G4500790,2018-07-28T01:00:00Z,30.62,82.88,0.24,40.77,0,0,0
G4500790,2018-07-28T02:00:00Z,29.4,89.59,0,0,0,0,0
G4500790,2018-07-28T03:00:00Z,28.99,89.27,0,0,0,0,0
G4500790,2018-07-28T04:00:00Z,28.52,91.32,0,0,0,0,0
G4500790,2018-07-28T05:00:00Z,28.56,93.57,0,0,0,0,0
G4500790,2018-07-28T06:00:00Z,28.12,94.01,0,0,1,3.5,1
G4500790,2018-07-28T07:00:00Z,28.91,94.84,0.77,81.67,73,194.5,45
G4500790,2018-07-28T08:00:00Z,28.99,94.64,0.94,116.47,244,421,98
G4500790,2018-07-28T09:00:00Z,30.52,87,0.12,13.08,273.5,206,173.5
G4500790,2018-07-28T10:00:00Z,32.19,81.47,0.64,70,464.5,270,271
G4500790,2018-07-28T11:00:00Z,34.78,64.78,1.03,96.36,786,738,172.5
G4500790,2018-07-28T12:00:00Z,36.75,53.87,1.95,216.67,868,714.5,210
G4500790,2018-07-28T13:00:00Z,38.02,45.3,2.27,196.67,669,249,429.5
G4500790,2018-07-28T14:00:00Z,38.39,42.12,1.6,138,635,207,438.5
G4500790,2018-07-28T15:00:00Z,38.48,41.17,2.06,160.77,417.5,79.5,346.5
G4500790,2018-07-28T16:00:00Z,36.66,51.76,1.5,132.5,319.5,94,246.5
G4500790,2018-07-28T17:00:00Z,33.14,77.86,1.38,42.31,338,143.5,248
G4500790,2018-07-28T18:00:00Z,35.61,68.43,0.77,56.67,301,375,141
G4500790,2018-07-28T19:00:00Z,34.989999999999995,62.14,2.96,160.91,132.5,198,84
G4500790,2018-07-28T20:00:00Z,32.43,68.11,1.41,104.55,15.5,22,14
G4500790,2018-07-28T21:00:00Z,31.51,75.74,0,0,0,0,0
G4500790,2018-07-28T22:00:00Z,30.83,79.98,0,0,0,0,0
G4500790,2018-07-28T23:00:00Z,30,85.95,0.34,15,0,0,0
G4500790,2018-07-29T00:00:00Z,29.37,86.82,0,0,0,0,0
G4500790,2018-07-29T01:00:00Z,29.31,90.09,0,0,0,0,0
G4500790,2018-07-29T02:00:00Z,29.04,88.5,0,0,0,0,0
G4500790,2018-07-29T03:00:00Z,29.03,88.53,0,0,0,0,0
G4500790,2018-07-29T04:00:00Z,29.04,90.73,0,0,0,0,0
G4500790,2018-07-29T05:00:00Z,28.98,88.87,0,0,0,0,0
G4500790,2018-07-29T06:00:00Z,28.99,88.85,0.59,52.86,1,2,1
G4500790,2018-07-29T07:00:00Z,28.99,86.52,0.26,33.33,73,167,48
G4500790,2018-07-29T08:00:00Z,30.51,83.68,0.15,22,247,408.5,109.5
G4500790,2018-07-29T09:00:00Z,32.72,75.61,0.14,31.82,439,546,151.5
G4500790,2018-07-29T10:00:00Z,33.95,70.1,1.19,113.08,611.5,608,189.5
G4500790,2018-07-29T11:00:00Z,34.69,66.72,1.58,106.67,730.5,588.5,242
G4500790,2018-07-29T12:00:00Z,35.59,63.94,2.13,124.29,760.5,452,346.5
G4500790,2018-07-29T13:00:00Z,36.54,59.13,2.57,133.33,551.5,130.5,426
G4500790,2018-07-29T14:00:00Z,35.09,61.93,3.56,166.67,90.5,0,90.5
G4500790,2018-07-29T15:00:00Z,28.25,74.28,3.44,203.08,74,0,74
G4500790,2018-07-29T16:00:00Z,28.88,86.63,1.06,68.57,75.5,0,75.5
G4500790,2018-07-29T17:00:00Z,29.54,85.95,0.51,54,40.5,0,40.5
G4500790,2018-07-29T18:00:00Z,29.02,92.07,0.7,78.57,21,0,21
G4500790,2018-07-29T19:00:00Z,28.99,93.37,1.33,93.33,14,0,14
G4500790,2018-07-29T20:00:00Z,28.69,95.4,2.01,144.55,3,0,3
G4500790,2018-07-29T21:00:00Z,27.98,95.67,2.2,171.82,0,0,0
G4500790,2018-07-29T22:00:00Z,27.97,94.48,0.79,63.08,0,0,0
G4500790,2018-07-29T23:00:00Z,27.97,94.25,0,0,0,0,0
G4500790,2018-07-30T00:00:00Z,27.94,94.48,0.67,65.62,0,0,0
G4500790,2018-07-30T01:00:00Z,27.96,94,0.26,37.86,0,0,0
G4500790,2018-07-30T02:00:00Z,27.97,94.03,0,0,0,0,0
G4500790,2018-07-30T03:00:00Z,27.98,94.07,0,0,0,0,0
G4500790,2018-07-30T04:00:00Z,27.96,94.01,0,0,0,0,0
G4500790,2018-07-30T05:00:00Z,27.98,94.07,0,0,0,0,0
G4500790,2018-07-30T06:00:00Z,27.98,94.06,0,0,0,0,0
G4500790,2018-07-30T07:00:00Z,28.01,94.02,0,0,15,1.5,15
G4500790,2018-07-30T08:00:00Z,28.43,93.09,0,0,171.5,189,108
G4500790,2018-07-30T09:00:00Z,29.45,87.91,0.43,29.09,370.5,333.5,190
G4500790,2018-07-30T10:00:00Z,31.27,81.5,0.44,53.57,501.5,336,272
G4500790,2018-07-30T11:00:00Z,32.120000000000005,76.53,2.77,187.5,434,106.5,347
G4500790,2018-07-30T12:00:00Z,33.36,69.81,0.58,97.5,613,279,358.5
G4500790,2018-07-30T13:00:00Z,34.58,64.97,2.01,196.25,642,303.5,351
G4500790,2018-07-30T14:00:00Z,33.379999999999995,72.65,3.14,213,386,50.5,338
G4500790,2018-07-30T15:00:00Z,31.43,85.96,1.58,103.57,645.5,285.5,394.5
G4500790,2018-07-30T16:00:00Z,33.22,77.99,2.14,136.15,581,330.5,328.5
G4500790,2018-07-30T17:00:00Z,34.2,71.13,1.16,77.27,473.5,396,230.5
G4500790,2018-07-30T18:00:00Z,33.989999999999995,71.97,1.71,111.82,297.5,328,154
G4500790,2018-07-30T19:00:00Z,33.519999999999996,74.1,1.76,118.18,143,246.5,84
G4500790,2018-07-30T20:00:00Z,32.480000000000004,79.24,1.54,119.17,18,40.5,15
G4500790,2018-07-30T21:00:00Z,31.43,83.35,2.49,136.15,0,0,0
G4500790,2018-07-30T22:00:00Z,30.23,80.35,0.24,21.54,0,0,0
G4500790,2018-07-30T23:00:00Z,29.57,85.77,0.12,10.77,0,0,0
G4500790,2018-07-31T00:00:00Z,29.03,91.77,0.24,20.77,0,0,0
G4500790,2018-07-31T01:00:00Z,29.03,93.9,0.24,19.23,0,0,0
G4500790,2018-07-31T02:00:00Z,29.03,93.9,0,0,0,0,0
G4500790,2018-07-31T03:00:00Z,28.99,94.12,0,0,0,0,0
G4500790,2018-07-31T04:00:00Z,28.98,94.05,0,0,0,0,0
G4500790,2018-07-31T05:00:00Z,28.99,94.12,0.24,23.85,0,0,0
G4500790,2018-07-31T06:00:00Z,28.98,94.05,0.74,70.62,0.5,1.5,0.5
G4500790,2018-07-31T07:00:00Z,29.03,94.12,1.62,159.23,55,82,44
G4500790,2018-07-31T08:00:00Z,29.71,90.13,1.36,135,202.5,271.5,115.5
G4500790,2018-07-31T09:00:00Z,30.73,84.83,2.76,180,204.5,80.5,166
G4500790,2018-07-31T10:00:00Z,31.01,83.68,2.69,181.54,195,6.5,190
G4500790,2018-07-31T11:00:00Z,31.94,79.4,3.43,191.33,353.5,42.5,318
G4500790,2018-07-31T12:00:00Z,32.43,74.14,3.53,189.29,330.5,26,307
G4500790,2018-07-31T13:00:00Z,33.22,73.36,3.4,174.62,354.5,55,301.5
G4500790,2018-07-31T14:00:00Z,34.55,64.95,3.95,180,636.5,181,465.5
G4500790,2018-07-31T15:00:00Z,34.8,63.48,4.63,176.15,496,134.5,376
G4500790,2018-07-31T16:00:00Z,32.39,81.15,4,186.92,66.5,0,66.5
G4500790,2018-07-31T17:00:00Z,31.02,90.66,4.02,191.88,134.5,48,107
G4500790,2018-07-31T18:00:00Z,31.81,85.68,2.79,187.14,234,165,160.5
G4500790,2018-07-31T19:00:00Z,31.39,86.75,2.69,186.15,58,9,55.5
G4500790,2018-07-31T20:00:00Z,30.77,83.65,2.53,180,10,5,10
G4500790,2018-07-31T21:00:00Z,29.65,90.54,2.1,172.31,0,0,0
G4500790,2018-07-31T22:00:00Z,28.99,90.02,2.26,175.38,0,0,0
G4500790,2018-07-31T23:00:00Z,29.07,93.15,1.28,126.25,0,0,0
G4500790,2018-08-01T00:00:00Z,29.02,93.86,0.87,106.92,0,0,0
G4500790,2018-08-01T01:00:00Z,29.02,93.88,1.91,186.43,0,0,0
G4500790,2018-08-01T02:00:00Z,28.61,93.83,0.45,60.62,0,0,0
G4500790,2018-08-01T03:00:00Z,27.98,94.3,0.47,58.46,0,0,0
G4500830,2018-07-01T04:00:00Z,27.8,96.42,0,41.33,0,0,0
G4500830,2018-07-01T05:00:00Z,27.52,98.21,0.6,80,0,0,0
G4500830,2018-07-01T06:00:00Z,28.05,97.02,1.8,105,6,21.5,5.5
G4500830,2018-07-01T07:00:00Z,28.9,90.81,1.95,97.5,108.5,306,53.5
G4500830,2018-07-01T08:00:00Z,29.7,90.55,2.52,131.67,236,336.5,115.5
G4500830,2018-07-01T09:00:00Z,31.4,81.65,2.3,150,385.5,417.5,153.5
G4500830,2018-07-01T10:00:00Z,32.9,71.6,0,53.85,585,563.5,178
G4500830,2018-07-01T11:00:00Z,33.129999999999995,70.58,0.87,90,818,825.5,120
G4500830,2018-07-01T12:00:00Z,34.4,63.29,4.1,130,892,796.5,149
G4500830,2018-07-01T13:00:00Z,35,63.04,4.1,110,761.5,373.5,397.5
G4500830,2018-07-01T14:00:00Z,35.3,59.99,4.1,130,940.5,819,151
G4500830,2018-07-01T15:00:00Z,36.1,57.42,2.6,120,885.5,841.5,125
G4500830,2018-07-01T16:00:00Z,36.1,57.42,2.6,153.85,646,524.5,224
G4500830,2018-07-01T17:00:00Z,31.44,77.23,3.92,247.5,327.5,244,160
G4500830,2018-07-01T18:00:00Z,30.15,96.48,2.08,273.33,133.5,74.5,99
G4500830,2018-07-01T19:00:00Z,29.23,100,1.73,220,143,122.5,107
G4500830,2018-07-01T20:00:00Z,28.7,98.22,2.07,70,34.5,35.5,30
G4500830,2018-07-01T21:00:00Z,28.9,96.45,2.1,10,0,0,0
G4500830,2018-07-01T22:00:00Z,28.9,96.45,1.5,10,0,0,0
G4500830,2018-07-01T23:00:00Z,28.6,96.73,1.8,25,0,0,0
G4500830,2018-07-02T00:00:00Z,28.3,97.02,2.1,20,0,0,0
G4500830,2018-07-02T01:00:00Z,27.8,100,1.5,60,0,0,0
G4500830,2018-07-02T02:00:00Z,27.8,100,0.75,60,0,0,0
G4500830,2018-07-02T03:00:00Z,27.8,100,1.5,280,0,0,0
G4500830,2018-07-02T04:00:00Z,27.2,100,0,288.57,0,0,0
G4500830,2018-07-02T05:00:00Z,27.2,100,0,41.54,0,0,0
G4500830,2018-07-02T06:00:00Z,27.2,100,0,0,5.5,15.5,5
G4500830,2018-07-02T07:00:00Z,28.05,100,0,0,84,154,54
G4500830,2018-07-02T08:00:00Z,28.87,96.8,1,145,130.5,66,110
G4500830,2018-07-02T09:00:00Z,30,90.34,0,0,171.5,18.5,160.5
G4500830,2018-07-02T10:00:00Z,31.4,81.65,1.5,250,327,51,290.5
G4500830,2018-07-02T11:00:00Z,31.95,80.46,0.75,200,390,53,345.5
G4500830,2018-07-02T12:00:00Z,34.4,69.76,0,182.14,497.5,96,407
G4500830,2018-07-02T13:00:00Z,33.3,72.13,1.5,10,749,441,319.5
G4500830,2018-07-02T14:00:00Z,34.42,68.76,0.9,10,633.5,245.5,397.5
G4500830,2018-07-02T15:00:00Z,35.6,65.11,1.5,184.62,557.5,152,419.5
G4500830,2018-07-02T16:00:00Z,36.1,61.39,2.6,20,595.5,387.5,293.5
G4500830,2018-07-02T17:00:00Z,35.85,62.28,1.3,20,579,672.5,139
G4500830,2018-07-02T18:00:00Z,35.5,67.39,1.8,100,390.5,570.5,120
G4500830,2018-07-02T19:00:00Z,32.45,76.92,2.33,196.67,206.5,449,76.5
G4500830,2018-07-02T20:00:00Z,30.85,84.53,0,93.85,50.5,172,31
G4500830,2018-07-02T21:00:00Z,30.8,84.53,0,49.29,0,0,0
G4500830,2018-07-02T22:00:00Z,30.6,87.13,0,146.15,0,0,0
G4500830,2018-07-02T23:00:00Z,30,87.61,2.1,10,0,0,0
G4500830,2018-07-03T00:00:00Z,29.4,87.55,0,303.08,0,0,0
G4500830,2018-07-03T01:00:00Z,28.9,87.51,0,246.92,0,0,0
G4500830,2018-07-03T02:00:00Z,28.3,97.02,0,200.77,0,0,0
G4500830,2018-07-03T03:00:00Z,28.3,97.02,0,75.38,0,0,0
G4500830,2018-07-03T04:00:00Z,27.8,96.42,0,55.38,0,0,0
G4500830,2018-07-03T05:00:00Z,27.8,96.42,0,52.31,0,0,0
G4500830,2018-07-03T06:00:00Z,27.8,96.42,0,110,6.5,29,6
G4500830,2018-07-03T07:00:00Z,30,87.61,2.1,40,110,338.5,50
G4500830,2018-07-03T08:00:00Z,31.1,83.44,2.1,30,295,587,81
G4500830,2018-07-03T09:00:00Z,33.9,74.45,0,67.69,494.5,717.5,101
G4500830,2018-07-03T10:00:00Z,35,69.87,1.5,50,677.5,788,116
G4500830,2018-07-03T11:00:00Z,35.55,67.74,1.5,50,825.5,827,127.5
G4500830,2018-07-03T12:00:00Z,36.1,63.28,2.1,71.54,835,627.5,252.5
G4500830,2018-07-03T13:00:00Z,36.7,57.21,3.1,30,780,425,365.5
G4500830,2018-07-03T14:00:00Z,37.5,53.96,2.6,30,909,720,215
G4500830,2018-07-03T15:00:00Z,38.3,50.7,2.6,20,882,815,145.5
G4500830,2018-07-03T16:00:00Z,38.3,50.7,3.6,50,756.5,765.5,146.5
G4500830,2018-07-03T17:00:00Z,38.6,49.87,3.1,200,570,623,163
G4500830,2018-07-03T18:00:00Z,37.2,57.68,2.6,30,349.5,392.5,163.5
G4500830,2018-07-03T19:00:00Z,36.1,61.39,1.5,350,182.5,306,96
G4500830,2018-07-03T20:00:00Z,35.85,62.28,1.8,180,44,103.5,31.5
G4500830,2018-07-03T21:00:00Z,33.9,74.45,2.1,50,0,0,0
G4500830,2018-07-03T22:00:00Z,31.7,76.38,4.1,210,0,0,0
G4500830,2018-07-03T23:00:00Z,30.55,79.12,2.05,210,0,0,0
G4500830,2018-07-04T00:00:00Z,29.4,84.92,0,303.08,0,0,0
G4500830,2018-07-04T01:00:00Z,29.4,84.92,0,145.38,0,0,0
G4500830,2018-07-04T02:00:00Z,30,83.21,0.75,10,0,0,0
G4500830,2018-07-04T03:00:00Z,30,90.3,2.1,50,0,0,0
G4500830,2018-07-04T04:00:00Z,29.4,93.6,2.6,80,0,0,0
G4500830,2018-07-04T05:00:00Z,29.4,93.6,2.05,55,0,0,0
G4500830,2018-07-04T06:00:00Z,29.4,93.6,1.5,10,5,14,4.5
G4500830,2018-07-04T07:00:00Z,30,90.3,2.6,30,94.5,208.5,58
G4500830,2018-07-04T08:00:00Z,30.55,87.44,2.85,25,234.5,341,111
G4500830,2018-07-04T09:00:00Z,32.8,76.55,1.5,46.43,471.5,605,139.5
G4500830,2018-07-04T10:00:00Z,32.6,79.37,3.1,33.33,473,315.5,252.5
G4500830,2018-07-04T11:00:00Z,31.95,84.87,2.85,75,600.5,271,372
G4500830,2018-07-04T12:00:00Z,35,67.39,5.7,90,652.5,279.5,393
G4500830,2018-07-04T13:00:00Z,35,65.38,4.6,60,472.5,143,333
G4500830,2018-07-04T14:00:00Z,35.3,64.28,5.15,70,588,170.5,424.5
G4500830,2018-07-04T15:00:00Z,35,65.38,3.6,80,397,59.5,343
G4500830,2018-07-04T16:00:00Z,35,69.87,4.1,80,529,318.5,280.5
G4500830,2018-07-04T17:00:00Z,35,65.51,4.6,75,539,553.5,183
G4500830,2018-07-04T18:00:00Z,35,63.04,2.6,80,397,564,128
G4500830,2018-07-04T19:00:00Z,34.4,65.25,2.6,60,206.5,400,90.5
G4500830,2018-07-04T20:00:00Z,33.05,72.23,2.05,70,48,125.5,33.5
G4500830,2018-07-04T21:00:00Z,31.1,84.59,0,63.08,0,0,0
G4500830,2018-07-04T22:00:00Z,31.1,82.07,2.1,20,0,0,0
G4500830,2018-07-04T23:00:00Z,30.85,83.3,1.8,25,0,0,0
G4500830,2018-07-05T00:00:00Z,29.4,93.6,0,13.85,0,0,0
G4500830,2018-07-05T01:00:00Z,30,90.3,0,93.85,0,0,0
G4500830,2018-07-05T02:00:00Z,29.3,93.37,3.6,65,0,0,0
G4500830,2018-07-05T03:00:00Z,28.14,100,0.6,15,0,0,0
G4500830,2018-07-05T04:00:00Z,28.3,97.02,1.5,330,0,0,0
G4500830,2018-07-05T05:00:00Z,27.91,98.51,3.83,141.25,0,0,0
G4500830,2018-07-05T06:00:00Z,27.18,100,0.94,318,4,8,4
G4500830,2018-07-05T07:00:00Z,27.83,93.54,1.2,355,99.5,250.5,55
G4500830,2018-07-05T08:00:00Z,28.3,95.28,1.3,40,202.5,244.5,118.5
G4500830,2018-07-05T09:00:00Z,28.9,93.6,2.6,46.67,167,17,157.5
G4500830,2018-07-05T10:00:00Z,30.7,87.7,2.6,36.67,291,65,245
G4500830,2018-07-05T11:00:00Z,31.9,82.12,1.7,86.67,601.5,251,388.5
G4500830,2018-07-05T12:00:00Z,33.9,69.66,2.6,40,701.5,275.5,445
G4500830,2018-07-05T13:00:00Z,35,67.39,3.1,90,820.5,466.5,366
G4500830,2018-07-05T14:00:00Z,35.3,64.15,1.55,90,845,550.5,314.5
G4500830,2018-07-05T15:00:00Z,35,61.14,1.5,62.5,689.5,317,402
G4500830,2018-07-05T16:00:00Z,35.6,59.08,2.1,130,691.5,584.5,226.5
G4500830,2018-07-05T17:00:00Z,35.6,59.08,1.05,130,526.5,537,179
G4500830,2018-07-05T18:00:00Z,35,61.14,1.5,40,354.5,419.5,155
G4500830,2018-07-05T19:00:00Z,32.8,76.55,0,87.69,187.5,341.5,91.5
G4500830,2018-07-05T20:00:00Z,31.95,79.31,0,88.46,48,147.5,31
G4500830,2018-07-05T21:00:00Z,30,87.61,0,53.08,0,0,0
G4500830,2018-07-05T22:00:00Z,28.9,93.57,0,0,0,0,0
G4500830,2018-07-05T23:00:00Z,28.9,93.57,0.75,210,0,0,0
G4500830,2018-07-06T00:00:00Z,28.3,97.02,0,114.62,0,0,0
G4500830,2018-07-06T01:00:00Z,28.9,93.57,1.5,150,0,0,0
G4500830,2018-07-06T02:00:00Z,28.35,95,0.75,150,0,0,0
G4500830,2018-07-06T03:00:00Z,27.8,96.42,0,271.54,0,0,0
G4500830,2018-07-06T04:00:00Z,27.8,96.42,0,101.54,0,0,0
G4500830,2018-07-06T05:00:00Z,27.5,98.21,0,43.85,0,0,0
G4500830,2018-07-06T06:00:00Z,27.2,100,1.5,260,5.5,22,5
G4500830,2018-07-06T07:00:00Z,29.4,90.81,1.5,230,93,242.5,52.5
G4500830,2018-07-06T08:00:00Z,30.25,89.25,2.05,250,273.5,493.5,97
G4500830,2018-07-06T09:00:00Z,32.8,79.37,0,270.77,392,335.5,209.5
G4500830,2018-07-06T10:00:00Z,35,65.38,2.1,230,579,457,252
G4500830,2018-07-06T11:00:00Z,35,63.26,2.35,230,711,487,301
G4500830,2018-07-06T12:00:00Z,36.7,53.49,2.1,188.33,872.5,694.5,226
G4500830,2018-07-06T13:00:00Z,37.8,48.74,3.1,170,878.5,623,272.5
G4500830,2018-07-06T14:00:00Z,37.53,50.44,2.6,210,694,303,401
G4500830,2018-07-06T15:00:00Z,30.37,71.09,3.4,315,326.5,47,284
G4500830,2018-07-06T16:00:00Z,31.15,66.72,3.85,335,376,121,283
G4500830,2018-07-06T17:00:00Z,30.85,70.25,4.35,175,327.5,112,251
G4500830,2018-07-06T18:00:00Z,29.4,79.37,1.5,20,152.5,11.5,147
G4500830,2018-07-06T19:00:00Z,28.9,81.79,2.1,50,75.5,0,75.5
G4500830,2018-07-06T20:00:00Z,28.9,81.79,1.8,40,21,1,21
G4500830,2018-07-06T21:00:00Z,28.3,87.46,1.5,360,0,0,0
G4500830,2018-07-06T22:00:00Z,27.8,90.14,1.5,340,0,0,0
G4500830,2018-07-06T23:00:00Z,27.5,91.82,0.75,340,0,0,0
G4500830,2018-07-07T00:00:00Z,27.2,93.49,2.1,30,0,0,0
G4500830,2018-07-07T01:00:00Z,27.2,93.49,2.1,50,0,0,0
G4500830,2018-07-07T02:00:00Z,26.95,94.94,1.05,50,0,0,0
G4500830,2018-07-07T03:00:00Z,27.2,93.49,2.1,40,0,0,0
G4500830,2018-07-07T04:00:00Z,27.1,93.49,2.6,25,0,0,0
G4500830,2018-07-07T05:00:00Z,27.16,93.49,2.6,24,0,0,0
G4500830,2018-07-07T06:00:00Z,27.2,93.49,3.1,20,2,1,2
G4500830,2018-07-07T07:00:00Z,27.8,90.14,4.6,30,32,0,32
G4500830,2018-07-07T08:00:00Z,28.35,88.83,4.6,30,86,1,85.5
G4500830,2018-07-07T09:00:00Z,28.3,90.73,4.6,50,69.5,0,69.5
G4500830,2018-07-07T10:00:00Z,28.9,87.51,4.6,40,140,3,138
G4500830,2018-07-07T11:00:00Z,28.08,90.51,4.47,40,126,2,124.5
G4500830,2018-07-07T12:00:00Z,27.8,90.14,6.2,30,98,1,97
G4500830,2018-07-07T13:00:00Z,26.9,93.47,5,30,93.5,0,93.5
G4500830,2018-07-07T14:00:00Z,26.28,95.22,5.07,28.33,79,0,79
G4500830,2018-07-07T15:00:00Z,26.1,96.97,5.7,20,129.5,2.5,127
G4500830,2018-07-07T16:00:00Z,26.05,93.44,4.6,15,137.5,4.5,134
G4500830,2018-07-07T17:00:00Z,26.6,90.1,4.8,23.33,243,52.5,207
G4500830,2018-07-07T18:00:00Z,26.7,86.77,4.1,30,121.5,20,113
G4500830,2018-07-07T19:00:00Z,26.7,86.77,3.6,30,125,180,74
G4500830,2018-07-07T20:00:00Z,26.22,87.01,3.22,25,28.5,59,20.5
G4500830,2018-07-07T21:00:00Z,25.85,89.98,3.1,20,0,0,0
G4500830,2018-07-07T22:00:00Z,25,89.94,2.1,40,0,0,0
G4500830,2018-07-07T23:00:00Z,25.55,86.99,2.35,35,0,0,0
G4500830,2018-07-08T00:00:00Z,26.7,75.58,5.7,40,0,0,0
G4500830,2018-07-08T01:00:00Z,26.1,78.41,4.1,30,0,0,0
G4500830,2018-07-08T02:00:00Z,25.85,78.37,3.6,30,0,0,0
G4500830,2018-07-08T03:00:00Z,25.6,78.33,3.6,40,0,0,0
G4500830,2018-07-08T04:00:00Z,24.4,81.21,3.1,30,0,0,0
G4500830,2018-07-08T05:00:00Z,23.85,82.74,3.6,35,0,0,0
G4500830,2018-07-08T06:00:00Z,23.3,84.26,4.1,30,5,20.5,4.5
G4500830,2018-07-08T07:00:00Z,24.4,78.66,4.1,30,104.5,325,49
G4500830,2018-07-08T08:00:00Z,25,73.12,4.6,35,291,586,81.5
G4500830,2018-07-08T09:00:00Z,26.7,58.81,7.2,30,496,735,96.5
G4500830,2018-07-08T10:00:00Z,27.8,55,5.1,40,689,827.5,103
G4500830,2018-07-08T11:00:00Z,28.9,51.47,3.6,30,848,881.5,107.5
G4500830,2018-07-08T12:00:00Z,30,48.19,4.6,40,957.5,911,110
G4500830,2018-07-08T13:00:00Z,30.6,48.35,3.6,40,1009,924.5,110
G4500830,2018-07-08T14:00:00Z,31.1,43.69,3.6,20,998.5,927.5,105.5
G4500830,2018-07-08T15:00:00Z,32.2,40.95,3.1,20,928,915,102
G4500830,2018-07-08T16:00:00Z,32.8,39.53,4.6,40,802,886,96.5
G4500830,2018-07-08T17:00:00Z,32.8,37.44,4.1,45,632.5,837,88
G4500830,2018-07-08T18:00:00Z,32.2,39.36,3.1,40,434.5,753,76.5
G4500830,2018-07-08T19:00:00Z,31.1,42,2.6,60,230,601.5,58
G4500830,2018-07-08T20:00:00Z,30,44.94,2.05,50,56,267,27
G4500830,2018-07-08T21:00:00Z,26.7,61.16,0,56.15,0,0,0
G4500830,2018-07-08T22:00:00Z,26.7,61.16,0,51.54,0,0,0
G4500830,2018-07-08T23:00:00Z,26.4,63.35,0.75,360,0,0,0
G4500830,2018-07-09T00:00:00Z,25,72.91,2.1,10,0,0,0
G4500830,2018-07-09T01:00:00Z,24.4,75.68,2.6,10,0,0,0
G4500830,2018-07-09T02:00:00Z,24.4,73.08,2.6,15,0,0,0
G4500830,2018-07-09T03:00:00Z,23.9,72.72,2.1,10,0,0,0
G4500830,2018-07-09T04:00:00Z,23.3,77.99,2.1,10,0,0,0
G4500830,2018-07-09T05:00:00Z,23.3,77.99,1.8,10,0,0,0
G4500830,2018-07-09T06:00:00Z,22.8,80.48,1.5,360,5,36.5,4.5
G4500830,2018-07-09T07:00:00Z,25,70.14,2.1,10,112,422.5,41.5
G4500830,2018-07-09T08:00:00Z,26.1,66.92,2.6,35,304.5,669.5,66.5
G4500830,2018-07-09T09:00:00Z,28.3,57.32,2.1,50,510.5,792,82
G4500830,2018-07-09T10:00:00Z,30,51.76,0,77.5,701,862,92
G4500830,2018-07-09T11:00:00Z,30.55,50.12,0,93.08,856.5,902.5,99
G4500830,2018-07-09T12:00:00Z,32.2,47.24,1.5,190,962.5,924,103.5
G4500830,2018-07-09T13:00:00Z,33.9,47.7,0,140,1012,932.5,106
G4500830,2018-07-09T14:00:00Z,34.15,47.02,0,131.54,1000.5,929,106.5
G4500830,2018-07-09T15:00:00Z,35.6,46.37,2.1,193.33,927.5,913.5,103
G4500830,2018-07-09T16:00:00Z,35.6,47.85,1.5,138.33,801.5,884.5,97.5
